label	text_a
0	胰岛素会导致很多并发症，是糖尿病最后阶段才用的
1	肺气肿好的情绪对康复很重要
0	蜂蜜敷脸，有美容护肤作用
0	乳腺癌患者不能吃芝麻，会影响治疗
0	藿香正气水敷在肚脐上可以退烧
0	珍珠奶茶里的珍珠加了塑料
0	吃泡椒凤爪、大盘鸡会感染禽流感
1	在拉丁美洲和东南亚的许多国家，登革热爆发较为常见
0	口罩放进消毒柜用紫外线消毒后可以继续使用
1	胰腺炎最主要症状是上腹部突然出现持续性的剧烈疼痛，并感觉疼痛从腹部向背部放射，常常伴有腹胀、恶心、呕吐
1	肠套叠部分严重情况需要手术治疗
1	游泳后眼睛变红是结膜炎
0	用红糖水刷牙可以去除牙垢
0	蜂蜜是“血清之王”
0	remdesivir可治疗新型冠状病毒肺炎
0	磷酸氯喹是治疗新冠肺炎的特效药
0	吃辣会导致消化性溃疡
1	做冷光美白牙齿会疼
1	口腔溃疡虽然常见，但病因至今不明
0	反季节蔬果会导致性早熟
0	红薯不能与鸡蛋一起吃
1	滴虫性阴道炎经性交直接传播是主要的传播方式，男性感染滴虫后常无症状，但易成为感染源
1	得过甲肝又好了便会终身免疫
0	“饭水分离饮食法”对人体好
0	分心木泡水会致癌
1	盆腔炎服药前需仔细阅读和严格遵循药品说明书，确保用药安全
0	葡萄干+醋=冬虫夏草
1	败血症通常情况下，可以通过以下方式护理患者[2][3]
1	袋装牛奶不能直接放微波炉中加热
0	全国尿毒症上百万，杨桃、辣椒、碳酸饮料是“祸首”
0	饮食疗法能抗肿瘤
0	转基因作物不能留种
1	减肥药普遍的副作用是反弹
1	贫血由此可见，红细胞对维持生命至关重要
0	穿山甲是新型冠状病毒的中间宿主
0	吃一顿火锅=10碗米饭
0	孕妇喝咖啡会导致流产
1	中央空调存在传播新型冠状病毒的可能性
0	鸡蛋和紫薯一起吃会中毒
1	胃溃疡任何年龄段的人群都可能发病，在中老年人群中发病率较高，男性比女性多见
0	有斑点的鸡蛋吃了要人命
0	藿香正气水生姜白醋茶叶水，可以把白发染成黑发
0	显微镜放大100倍后的火腿肠很脏，所以不能吃
1	气胸随着胸膜腔内气体量的增加，压力也会随之增加，挤压肺部最终导致肺脏被压缩萎陷
1	减少应激：在应激状况下（如高考、工作压力大）或应激状态刚结束后（周末或放假），偏头痛更为常见
1	肺癌（LungCancer）是一种恶性肿瘤，癌细胞主要起源于支气管的黏膜上皮
1	超声是急性胆囊炎的首选检查
1	国内流行病学研究显示，在贫困地区，由于经济和卫生条件的限制，滴虫性阴道炎的发病率非常高，约60%合并细菌性阴道病，必须规范治疗
1	备孕女性和准妈妈应该补充叶酸
1	夏日备防暑药，如人丹、十滴水，一旦出现中暑症状，就可服用所带药品缓解病情，在出汗多的情况下及时饮水，补充盐和矿物质
1	病毒性心肌炎预防手段包括：增强体质，预防病毒感染
0	辟谷（不吃食物只喝水）能有效减肥
1	偏头痛在日常生活中，应注意找到并避免头痛的诱发因素
1	胸膜炎胸膜是覆盖在肺和胸壁的薄膜，包括两层，正常状态下，两层胸膜之间的间隙存在少量液体，在呼吸运动中起润滑作用
1	葡萄颜色越深，生物活性物质含量越高
0	澳洲医院宣布战胜癌症
0	牛奶喝越多越好
1	手术麻醉前必须禁食
1	痛经运动后应注意保暖，避免受风
0	公共游泳池会致孕
1	预防胆囊炎，主要从日常生活习惯的方方面面着手，包括饮食、感染、精神心理等
0	鬼针草是白血病的克星
1	川崎病多数恢复比较好，少数出现心脏损害，无法预防
1	早期食管癌会颈部发紧、咽喉干燥
0	多吃栗子可以防治高血压病冠心病
1	肠套叠一般腹胀不明显
1	慢性胃炎多数患者无明显表现，部分患者会腹痛、饱胀等
0	辣条中不能用山梨酸钾和脱氢乙酸，是因为它们不安全
0	“黑色冰淇淋”会影响身体营养和药物的吸收
0	没有标注GB18186代码的酱油，吃了会致癌
1	痛经表1 富含各种营养成分的食物举例营养成分食物维生素E如谷胚、麦胚、蛋黄、豆、坚果、叶菜、香油维生素B1如小麦胚芽、大豆、花生、里脊肉、火腿、黑米、鸡肝维生素B6如鸡肉、鱼肉、动物肝脏、豆类、蛋黄维生素D3如鱼、动物肝脏、蛋黄、奶油、黄油、干奶酪、肉类、奶、坚果、蔬菜及谷物注意：月经来潮之前，孕激素增多，易出现水肿、头痛等症状，而过咸的食物会使体内的盐分和水分贮量增多，使症状加重
1	急性冠脉综合征治疗的关键是，尽快恢复心肌的供血供氧，防止血栓再次形成，挽救存活心肌，保护心脏功能，防治并发症
0	某企业回收地沟油用来做食用油
1	卒中感觉功能障碍感觉障碍患者可采用特定感觉训练和感觉关联性训练来提高感觉能力，也可采用经皮电刺激联合常规治疗来提高患者的感觉功能
0	已经得了癌症，戒烟也没有用
0	血燕，是燕子吐血而造的窝
0	喝红糖水可以治疗便秘
0	儿童爱看电子产品会诱发眼疾
1	麻疹（Measles）是由麻疹病毒感染引起的急性呼吸道疾病，主要通过患者咳嗽、打喷嚏、大声说话时排出的飞沫传播，具有很强的传染性，可能引起严重并发症
1	高动物蛋白、高脂肪和低纤维饮食是大肠癌高发的原因
1	有人反复发生口腔溃疡，3年后完全失明
1	偏头痛神经系统最常见的症状
1	用“暖宝宝”贴在输液吊瓶上不可取
1	流行性腮腺炎是病毒感染引起的非化脓性肿胀，表现为双侧腮腺肿大，容易引起一些并发症，如睾丸炎、卵巢炎、脑膜脑炎、胰腺炎等，但病后可获持久免疫力
0	紫锥花能增强免疫力
0	蘑菇和茄子、小米、大黄米同食会中毒
1	滴虫性阴道炎妊娠期妇女若发生感染可能造成早产、胎膜早破、低体重出生儿等不良妊娠结局
1	急性阑尾炎典型的临床表现是转移性右下腹痛
1	记录自己的呼气峰流量值（PEF）和出现的症状，同时记录下可能导致哮喘发作的因素和帮助自己快速缓解症状的药物
0	隔夜菜亚硝酸盐超标不能吃
1	热敷确实可以缓解痛经在小肚子（下腹部）放上发热贴，或热水袋热敷，可以有效缓解痛经，按需使用即可，与布洛芬联用，还可加速缓解痛经
1	肺脓肿病情加重时会咳出大量脓臭痰
1	经常不吃早餐会增加胆结石风险
0	女性不要刮或剃腋毛，易患乳腺癌
1	服用非甾体解热镇痛药物（阿司匹林等）后不能喝酒
0	毒蘑菇可以通过外表来区分
1	肺炎生活规律保持充足的睡眠，经常锻炼，饮食健康，有助于会提高免疫力，预防病菌感染
1	二氧化硫是合法的食品添加剂，可以漂白防腐
0	“莲花分娩法”对婴儿更好
0	切除子宫后体内毒素排不出
0	“械字号面膜”是化妆品，且比“妆字号面膜”更安全
0	三餐不规律会导致胃溃疡
0	香蕉得“癌”不能吃
0	转基因食品会致癌，导致不孕不育
0	HPV（宫颈癌）疫苗会导致死亡
1	脑出血心情舒畅：避免情绪激动
1	腮腺炎最常见的原因是感染，包括细菌感染、病毒感染等
0	紧急避孕药一年只能吃3次
1	登革热避免蚊虫叮咬是重要预防手段
1	这时候，就会形成一个负压，使得血管内的液体向中耳内渗出，进而形成分泌性中耳炎
1	冠心病手臂、肩部、颈部、喉咙、上颌、牙齿、上腹部或后背也可能出现疼痛
1	低血压限制或避免摄入咖啡因
0	自闭症会传染，不能让自己的孩子与自闭症儿童接触
1	感冒以对症治疗为主，抗生素治疗无效
1	慢性咽炎加强锻炼：加强锻炼可以增强体质，防止感冒
0	上海目前除沪牌不让外地车进上海
0	高血压是老年病
1	胸腔积液确诊结核病后，应遵循治疗原则积极治疗
1	怀孕的最终结局是活胎分娩、自然流产或人工流产
0	吃柠檬、樱桃、西瓜和葡萄可以降尿酸
0	饭后产生便意立马大便，会导致胃下垂
0	西红柿和土豆一起吃会中毒，而且会消化不良
1	房颤是“心房颤动”或“心房纤颤”的简称，心脏的电系统出现障碍，导致心房运动失去正常的节律，发生不规则的快速小幅颤动，表现为心跳加速、或心跳不规则
0	化妆品用锡纸封口就证明其不含铅汞等重金属
1	一氧化碳中毒是常见的生活中毒和职业中毒
1	根据癌细胞的特征，宫颈癌也可分为鳞癌（近90%的宫颈癌为此类型）、腺癌和腺鳞癌
1	冰鲜食品比冰冻食品保鲜期更短
0	蜂蜜有治病功效
0	暖宝宝有辐射会致癌
0	切除胆囊后会变得没胆量
0	腰疼的原因是肾虚
0	乳腺增生不能喝蜂蜜水，喝蜂蜜水导致乳腺增生
0	手机对孕妇辐射大不能玩手机
0	每年210万儿童死于装修污染
1	洗鼻剂基本无副作用，可放心使用
0	疫苗含有水银，非常危险
1	分缺血性和出血性卒中，急性缺血性卒中较常见
0	黄瓜会感染弓形虫
0	黑人女孩因患白癜风变身“白人”
0	甲硝唑片可以治痘去黑头
1	登革热症状：多数患者病情较轻，仅出现皮疹和流感样症状，有些患者（尤其是儿童）可能出现严重表现，即登革出血热和登革休克综合征，可引起严重出血，甚至导致死亡
1	急性急性气管—支气管炎是由生物性或非生物性因素引起的气管-支气管黏膜的急性炎症
0	海参纳米肽让营养更容易吸收，可以抗癌
1	高血压家庭自测血压的时间和方法：建议早晚各测一次
1	一氧化碳中毒高流量吸氧是重要治疗方法
0	喝牛奶会导致骨质疏松
0	吃榴莲会查出酒驾
1	胆囊切除术后不要吃太油腻的东西
0	吃菠菜可以补血
1	一周吃四次南瓜，女子全身皮肤变黄
0	深呼吸后屏气5-10秒，如果没咳嗽，说明没有肺炎
0	早晨起床太猛，容易导致高血压
1	缺铁性贫血人体需要利用铁生成红细胞中的血红蛋白，运输氧气
1	硫酸镁溶液可以减轻面部肿胀
0	输液会让人变胖
1	如何预防胃溃疡？戒烟
1	腮腺炎如自觉病情加重，请及时就医
0	喝香槟有益健康、提高记忆力
0	喝茶就是在喝农药
0	布洛芬退烧药会导致儿童死亡
0	捆扎蔬菜的胶带有毒，其甲醛超标10倍
1	急性冠脉综合征治疗其他可能引起心脏缺血缺氧的疾病，如贫血、甲亢、主动脉瓣狭窄等
1	先天性巨痣、发育异常痣、多发痣等易发展成黑色素瘤
1	通常说的某某癌（乳腺癌、肺癌）指的是浸润癌
1	水痘但即使治愈以后，病毒仍会一直潜伏在身体里，无法被完全清除
0	做馒头包子不能用泡打粉
1	急性冠脉综合征抗血小板药能够防止血栓再次形成，从而预防再次发生心肌梗死，尤其是放置了支架者，除非严重出血，否则不应自行停药
0	奶茶的茶香味都是香精，有害健康
0	美味的鹅肝是不能吃的脂肪肝
0	风湿是风吹的
1	香烟烟雾：哮喘患者应尽量远离吸烟的人，并要求其不要在房间吸烟
0	大蒜能抗癌降血脂
1	终末期肾病（尿毒症）不能治愈
0	共用水银腋下体温针会造成交叉传染
0	鱼鳞病可以治愈
1	肾炎超过半数的狼疮患者都会出现明显的肾损害症状，并最终进展为肾衰竭
0	普通人出门要佩戴护目镜，防止新型冠状病毒侵入体内
0	野生鱼安全又美味
1	间质性肾炎急性间质性肾炎：多由病原体感染或药物过敏所致，可造成肾小管吸收功能障碍，引起肾性糖尿、肾小管酸中毒等，还可能导致急性肾衰竭
1	矿工是肺癌高发人群
0	婚检没问题，就不用做孕前检查了
1	卒中应重视语言、运动和心理等多方面的康复训练，以尽快恢复日常生活自理能力
1	动脉粥样硬化保持健康体重
1	出现失眠状况不要自行服用安眠药
1	地中海贫血如果患者反复输血治疗，体内可能会摄入过多的铁，这会对患者的心脏和其他器官造成损伤
0	饭后喝饮冷水致癌
0	洗眼液洗出的白色分泌物是寄生虫
0	给螃蟹注射液体可以伪造蟹黄
0	医院开的维生素片和营养保健维生素片没什么差别
0	补充酪氨酸能治白头发（少白头）
0	喝鸡汤可以补身子
0	人死后还会长指甲
1	肺气肿因此，要想减少复发可能，必须做好相关日常生活中的护理
1	那究竟多大的运动强度对于预防冠心病是合适的？美国心脏学会建议每周至少运动3~4次，每次至少30分钟
1	心绞痛术后3天可适量在床边活动，术后1周可恢复正常活动
1	高血压血压是非常重要的，因为没有血压，血液就根本不能流动
0	手机壳致癌物超标，快别用手机壳了
0	香菜是无根之草，吃了阳痿，俗称“阳痿草”
1	滴虫性阴道炎完成治疗后，按照医生的指导进行复诊，以评估效果
0	过敏性紫癜需要检测过敏原
1	滴虫性阴道炎避免泡澡，日常最好淋浴
0	海参可以抗癌、促进伤口愈合
1	有的人体内可能同时生存上百条蛔虫
1	肺动脉高压临床表现没有特异性，因此不容易被诊断
1	患者在饮食上有什么需要注意的地方？如果甲状腺炎伴有甲亢的症状，最好不要吃含碘高的食物，如海带等，以及辛辣之物
0	柚子汁能减轻体重
0	国外新型消融术能轻松疏通血管，支架技术已过时
0	血型分贵贱，O型血是最强血型
1	由麻疹病毒感染引起的急性呼吸道疾病
0	月经刚结束的时候是安全期
0	含有滑石粉的爽身粉致癌
0	生闷气会致癌，长期抑郁的人会得癌症
0	胡萝卜一定要用很多油来炒，利于维生素A吸收
1	慢性鼻窦炎的致病菌比较复杂，40年前以厌氧菌为主，可占80％左右
1	疝气通过心理护理、术后护理可以帮助患者早日恢复健康
1	中耳炎鼓励休息
0	卡介苗能够抵御新冠病毒
1	90%以上的高血压患者是原发性高血压
1	川崎病饮食：无特殊禁忌，有冠状动脉损害的患儿应减少脂肪类（如肥肉等）食物摄入，减少冠心病发生风险
0	大西瓜放400天不烂，只因喷了防腐剂
0	吃鸡蛋会“伤心”
1	计算怀孕时间是从末次月经的第一天算起
1	肾炎根据医生指导，调整饮食结构，控制蛋白质和钾的摄入量
0	日本网红药（帝人痛风）可以根治痛风
0	乱发脾气、熬夜、趴着睡觉会糟蹋乳房，导致乳腺疾病
1	风疹具有较强的传染性，多发于冬春两季
0	可以用其他线（缝衣线）代替牙线
1	川崎病其他：应用丙种球蛋白治疗患儿，至少半年内不接种疫苗
1	喉癌其中，声门上包含会厌，有助于防止食物和水进入气管
0	椰子油对认知力和注意力有促进作用
0	孩子吃蜂王浆会性早熟
1	鼻窦炎与呼吸道感染、过敏反应、局部解剖学异常有关
0	银屑病会传染
0	鱼汤呈奶白色，因为脂肪含量高，对身体有害
1	功能性消化不良餐后饱胀和早饱是主要症状
1	银中毒皮肤会变蓝
1	哮喘天气比较寒冷时，避免户外运动
0	柚子中含sbitch5病毒可致人身亡
1	良好的生活护理，对结肠炎的康复有益处[6]
0	散瞳对眼睛有害
0	夏天自制冰棒最健康、最安全
1	地中海贫血在你打算生育下一代时，建议在怀孕前进行遗传咨询，以判断孩子是否有患病风险
1	痛经不过要注意，发热贴和热水袋不能过热，建议40摄氏度为宜，否则可能烫伤皮肤
1	慢性胃炎的症状没有特异性
0	保鲜膜致癌
1	动脉粥样硬化是个缓慢发展的过程，在病情发展的任何一个阶段加以干预，都可以改善结局
0	烧烤会导致孩子患胃癌和食道癌
1	怀孕是由于在性交过程中，男方将精液射入女方的阴道内，精子依靠尾部摆动向子宫游弋，然后再进入输卵管与卵子结合形成受精卵，这一过程被称为受孕或受精
0	二次冷冻的雪糕含有可溶性毒蛋白，不能吃
1	房颤安全用药服用抗凝药后，注意以下问题：应避免可能导致出血的问题，如预防跌倒或受伤
0	老干妈矿物油超标恐伤肝致癌
0	催产药物有害，分娩时不应该用
1	脱糖电饭煲可以做脱糖米饭，但不是最高效实惠的选择
0	反季节蔬菜有害
0	变绿的紫菜不能吃
1	病毒性心肌炎患者应卧床休息，补充营养，定期复诊，在医生的指导下开展居家治疗[2]
1	中耳炎孩子数量少，意味着接触细菌和病毒的概率小
1	脑震荡言语不清
0	喝茶（谷谷丁赤玫茶）可以预防妇科炎症
1	病毒性心肌炎养成良好的个人卫生习惯，防止病从口入
1	“阿拉伯茶”是毒品
1	肺结核治疗周期较长，应该规范用药，避免出现耐药
1	喉癌预防人乳头瘤病毒（HPV）感染
0	癌症疫苗大获成功，癌细胞已扩散也可痊愈
1	心绞痛除胸部绞痛，还有胸闷、呼吸不畅、出汗等表现
1	动脉粥样硬化早期常无症状，出现症状时，往往硬化程度已经比较严重
1	胰腺炎如果感到自己难以戒酒，可以积极寻求家人和朋友的帮助
1	扁桃体炎用压舌板或棉签压住舌根，通常可以看到咽喉和扁桃体红肿，有时也可以看到红肿的扁桃体上覆盖着白色的脓点脓斑
1	任何类型的病原体感染，都可能引起败血症，例如细菌、病毒或真菌感染
0	喂奶时要一直托着乳房
1	脑肿瘤所表现的症状与肿瘤发生的部位相关，症状可能随着时间的推移逐渐出现，也可能突然发生
1	喉癌小涎液腺腺癌：这是喉部很罕见的一种癌症，起源于小涎液（唾液）腺
1	黄花菜吃之前最好用水焯一下，去除秋水仙碱
1	慢性胃炎改变用餐习惯，不混用餐具，避免幽门螺旋杆菌互相传染
1	川崎病以下措施在一定程度上可能会降低患病概率：预防感染：勤洗手、勤通风、勤消毒，感染高发季节应戴口罩，预防交叉感染，经常参加体育运动（如跑步、游泳等）增强体质
1	我国《高血压基层诊疗指南(2019年)》推荐，将体质指数控制在18.5~23.9千克/米2（kg/m2），体质指数简称为BMI，计算方法是体重（单位为千克）除以身高（单位为米）的平方，男性腰围<90厘米，女性<85厘米
1	急性胰腺炎需要住院治疗，其中重度的急性胰腺炎病情非常凶险，需要住入重症监护室(ICU)
0	用刷子刷可以去掉脂肪团
1	由于十二指肠球部是小肠与胃的连接部分，直接受到胃酸和胃蛋白酶刺激，故十二指肠球部是十二指肠溃疡好发的部位
0	伊维菌素可以治疗新冠肺炎
1	高血压改变生活方式和药物治疗通常可以有效控制血压
1	单面煎鸡蛋无法彻底杀死细菌，容易引起中毒现象
1	肾炎长期持续可进展为慢性肾衰竭
1	肠梗阻症状表现是什么？腹部疼痛是该病最典型、最常见的症状；腹胀、呕吐、停止排气排便（不放屁、无大便）等，是该病的其他常见症状；同时，患者还会伴有嗜睡、乏力、体温升高、心跳过快等症状
1	只有流行性腮腺炎可以通过疫苗接种的方法预防
1	儿童禁用柴胡注射液
0	金箔入酒对人体伤害大
1	确诊为急性胆囊炎，患者通常需要手术治疗
1	急性胃肠炎充分休息
1	青光眼如果未能获得治疗，视力丧失可能加重
1	房颤控制血压
0	避孕套防不住“纳米”级的艾滋病病毒
1	房颤有一个严重的并发症，即引起脑卒中（中风）
1	患有慢性肾病、肾结石的人不要随意补充维生素c
1	感冒病毒清除后还会出现感染后咳嗽
1	附件炎选择合适的抗生素通常可治愈
0	白米饭是垃圾食物
1	猝死按原因可分为心源性猝死和非心源性猝死
0	甘草片泡水能缓解治疗咳嗽
0	感冒药能治好感冒
1	乳腺癌有遗传倾向
0	吃完荔枝吹口气，秒变“酒驾”
1	一旦发现脑膜炎，需要立即去医院治疗，早期及时治疗可以避免严重的并发症
0	低钠奶酪不能吃
1	支原体肺炎本病四季均可发病，但以秋冬季相对较多
0	鱼油能养护心脏
1	登革热使用含有二乙基甲苯酰胺(DEET)的驱蚊剂，DEET含量为50%的驱蚊剂效果最佳
1	调整饮食习惯、保持良好的营养，对溃疡性结肠炎患者很重要
0	小朋友常吃乌鸡蛋会导致性早熟
1	附件炎主要危险因素包括生殖道损伤或防御功能下降、整体健康状况不佳、周边器官的感染未得到及时治疗
0	吸烟可以预防非典，因为烟油可以阻挡病毒进入肺细胞
1	对中重度癌症疼痛，阿片类药物更有效更安全
0	不法商贩用“药水泡荔枝”，小朋友吃了会得手足口病
1	滥用保健品会伤肝
1	滴虫性阴道炎因毛滴虫可吞噬精子，并能阻碍乳酸生成，故易造成不孕
1	人体供能主要靠ATP（三磷酸腺苷）
0	妇科病前，嘴巴是不会骗你的，出现四个表现需要注意
1	猩红热如果看到别人打喷嚏或咳嗽，也要及时远离
1	西瓜最中间的那一块最好吃
0	“精元抗体”能看出和多少人发生性关系
0	免洗洗发水（免洗喷雾）可以代替普通洗发水
0	多吃水果会导致便秘，在肠子里留“宿便”
1	耳石症是头部运动到某一特定位置时，诱发的短暂眩晕伴随眼球震颤
0	出现流鼻涕和咳痰，不可能是新型冠状病毒肺炎
0	空腹不能喝豆浆
0	鱼油和鱼肝油是同一种东西
0	婴儿打针不哭是因为不聪明、反应迟钝
0	长期接触油漆会得白血病
0	钟南山近日出征欧洲，指导其他国家抗击疫情
1	脑肿瘤要确诊，还是得靠活检病理
1	痛经疼痛轻重不等，可累及下腹部、背部或大腿
1	预防急性胰腺炎的关键在于积极治疗胆、胰疾病，适度饮酒及进食，部分患者需严格禁酒并限制高脂饮食
0	减肥喷雾能减肥
1	房颤如鱼类、水果、蔬菜、豆类、高纤维谷物、橄榄油等
1	中耳炎日常生活中，最重要的是就是进行家庭辅助治疗
1	患有贫血后，患者会感到头晕、疲倦和乏力
1	儿童预防急性胃肠炎的重要手段：接种轮状病毒疫苗
1	宝宝未满三岁不宜吃巧克力
1	常见引起急性喉炎的致病因素包括：长期吸入有害气体或粉尘、喉部组织受伤、吸烟、饮酒等不良嗜好及免疫力低下
0	癌痛只发生在晚期癌症患者身上
0	排酸肉（冷却肉）更营养
1	患者也应该带上哮喘行动计划，来帮助自己记住日常应当服用的药品和哮喘发病时的应急措施
1	预防猩红热的重点在于勤洗手，注意个人卫生
1	当喉部的细胞生长失去控制时，就会形成喉癌（LaryngealCancer）
0	葡萄皮和葡萄籽含有丰富花青素可以直接吃
1	女性甲状腺癌的发病率是男性的3倍左右
0	吃了日本“生男孩钙片”（林卡尔），能选择生男生女
0	母亲的心理问题（抑郁）可能遗传给孩子
1	肺脓肿日常生活应注意卧床休息，补充营养，戒烟
1	肾病综合征由肾小球损伤致大量血液中蛋白质进入尿液引起
0	不育与前列腺炎有关
1	血管炎的临床症状和体征变化很大，主要取决于受累血管的位置、类型和大小，常见的共同症状多数与病变血管狭窄，血流受限有关，包括头痛、疲乏、全身肌肉、关节疼痛、不适、不规则发热、皮疹、局部麻木、刺痛等
1	病毒性心肌炎治疗期间，患者应注意补充营养，确保足够的热量、蛋白质和维生素
0	新生儿刚睡着又突然惊醒是因为缺钙
0	海参能抗癌
0	人流是把胎儿用机器割掉身体器官然后吸出来的
1	无糖食品不一定热量低
0	燕窝能够保胎
1	颈椎病如果骨质增生压迫神经根或脊髓，患者可能感到手臂或腿部麻木、无力或酸痛刺痛
0	糖尿病患者不能吃海鲜
1	感冒病毒感染上呼吸道所引起，最常见的是鼻病毒
1	胸痛是肋骨骨折最显著的症状，在深呼吸、咳嗽或转动体位时疼痛加剧
1	胸腔积液如果出现了气促、胸痛、呼吸困难等症状，且不能自行缓解，应立即就医
0	外表红、里面绿的番茄是打了激素
0	水煮鸡蛋如果蛋黄变绿，吃了会致癌
0	意外怀孕不想要孩子，敲打腹部就能流产成功
0	痘坑可以治愈
1	分型：一般分为稳定型心绞痛和不稳定型心绞痛
1	肺动脉高压调整日常活动
0	不锻炼肌肉会变脂肪
1	喉癌发生于喉不同部位的癌症，治疗有所不同
1	肾病综合征已经患有这些疾病的患者，需要遵医嘱进行正规积极的治疗，必要时可以定期检查尿常规，检测肾脏功能
0	牙线会让牙缝变大
1	哮喘每年接种流感疫苗
0	白藜芦醇可以治疗预防新型冠状病毒
0	沉香可以预防新型冠状病毒
0	皮皮虾煮熟后有红色硬状物，是被“注胶”的
1	有什么症状？脑震荡会引起头痛、恶心、呕吐、短暂性昏迷（小于30分钟）等症状
1	细嚼慢咽有助于减肥
1	不稳定型心绞痛，发作不规律
1	己烯雌酚可能致癌
0	南瓜藤可以治疗泌尿系统疾病、高血压、胃痛
1	冠心病主动戒烟，并且远离二手烟
0	长期便秘容易得大肠癌
0	母乳擦脸可以治湿疹，母乳滴婴儿眼睛可以消炎
0	体内抽出“牛奶血”就代表得了高脂血症
0	孕期做CT或X光检查会导致胎儿畸形
1	肾病综合征日常：患者在日常生活中要注意卧床休息，避免活动过度，避免感染，规律服药，定期随诊，低盐饮食，根据自身体重情况合理摄入优质蛋白质
0	碘盐会致癌
1	预防中暑应改善劳动和居住条件，隔离热源，降低环境温度；避免长时间在高温高湿环境下作业或运动；宣传中暑的防治知识；对有心脑血管器质性疾病患者应给予关注；避免儿童单独在汽车内或狭小空间内
1	结直肠癌是发病率很高的恶性肿瘤
0	美容院的“卵巢保养”靠谱
0	苹果核含有有害的氰化物，吃了会丧命
0	低聚肽保健品能增强免疫力、降血压、降血脂、护肝
1	静止状态下，人的水平视野能够达到200°左右
1	辣椒素可以用作止痛药
1	支原体感染生殖道防御机制受到破坏或有侵入性手术（如人工流产）时，才会发生病原体入侵并致病，因此科学避孕，防止非计划妊娠而导致的人工流产
1	支原体感染医生会要求患者留取尿样或用棉拭子擦拭阴道、子宫颈或尿道
1	绝大部分黑棘皮都是良性的皮肤问题
1	被水痘病毒感染后，应静养休息
1	支气管炎主要原因为病毒和细菌的反复感染
0	病毒喜欢0度湿冷环境，空调开到20度就死亡
0	榴莲与可乐同食，可致咖啡因中毒，引发心脏病猝死
0	毒西瓜致人死亡
1	各种诱因所触发的过敏性休克的发生率大约为0.05%～2%，而且呈现逐年上升的趋势
1	胆囊炎患者最基本的饮食原则是低脂肪、低胆固醇、高蛋白质与高维生素，并注意补充碳水化合物和能力等
1	肺脓肿多数为口腔或上呼吸道细菌感染
1	数字减影血管造影(DSA)、CT血管造影(CTA)、磁共振血管造影(MRA)等脑血管检查则有助于了解导致脑出血病变的血管及病因，指导选择治疗方案
0	醋泡果蔬能清除农药残留
0	口罩嘴巴处垫一张对折纸巾，可以延迟口罩的使用时间
0	用苹果醋、柠檬汁、小苏打洗头能有效去除头皮屑
0	野生鱼比养殖鱼营养价值高
1	如何预防心绞痛？积极控制危险因素：例如患有高血压、糖尿病或血脂异常者，积极遵医嘱治疗
0	怀孕期间要吃两个人的食物
0	卫生巾里的绒毛浆致癌
1	少数急性化脓性腮腺炎、存在阻塞的反复多次发生的慢性腮腺炎患者，如果药物治疗效果不好，可考虑手术治疗
0	酒精棉球塞耳朵能治痛经
1	中暑部分患者可遗留中枢神经系统损害
1	如果看心电图，根据心电图上是否有典型的ST段抬高，分为ST段抬高型心肌梗死（STEMI）和非ST段抬高型急性冠脉综合征（NSTE-ACS）
0	每天吃点鸡肉不愁高血压
1	肠梗阻治愈后，也要坚持每年至少进行一次复查，确保肠道健康
0	催产素不安全，分娩的时候不能用
0	何首乌能治脱发
0	用醋熏可以预防感冒
0	澳洲的西芹籽能治痛风
0	罐头食品全是防腐剂
1	如何预防颈椎病？在日常生活、工作中，作息规律、避免不良生活习惯可以有效预防颈椎病
1	病毒性心肌炎最常见的心肌炎，临床呈显著的个体化差异
0	仿造肉烤肠属于致癌物
0	孕妇打狂犬病疫苗对胎儿有影响
0	被狂犬病患者咬伤之后会感染狂犬病毒
0	钟南山院士建议盐水漱口防病毒
1	早期结直肠癌治疗效果好
0	吃洋葱可以治疗幽门螺杆菌
0	痛风患者不能喝酸奶
0	健身多练腿可以提高性能力
1	肺结核如果在治疗期间有旅行计划，也应当与医生联系，以便安排在此期间的治疗计划
1	青光眼生活中如何进行自我管理？可以与医生一起，想办法用好剩余的视力，让生活更好一些
0	身高越高患乳腺癌的风险会增加
1	高血压将一个可以充气的袖子（袖带）包裹住上臂，袖带连在一个表盘上，上面显示血压数值
0	胡萝卜和白萝卜混合吃会破坏维生素C
0	毛鸡蛋是滋补佳品
0	生番茄不能生吃
1	不可变的病因是年龄和高血压家族史，我们无法控制
0	孕妇熬夜晚睡会造成胎儿绕颈
0	解酒药能有效解酒
1	肿瘤复发是较大概率事件
0	反季水果不安全，吃了有害健康
1	心脏也会得癌症
0	电热毯会引起孕妇流产
1	哪些措施可缓解颈椎病症状？注意休息，调整睡眠姿态颈椎病急性发作期或初次发作的患者，要适当注意休息，病情严重者更要卧床休息2～3周
0	哺乳期不能做点阵激光去痘坑
0	脂肪让人长胖的能力都一样
1	吃了没煮熟的福寿螺，可能感染寄生虫病
0	市面上常见的X露XX士消毒液可以消灭新型冠状病毒
0	凹陷乳头不能哺乳
1	甲状腺炎主要症状包括乏力、甲状腺肿大、甲状腺剧痛等
1	被猫狗轻微抓伤，也要打狂犬疫苗
1	补充维生素D可以预防子宫肌瘤
0	动物抗生素残留会导致儿童性早熟
